product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent
Women One Toe Flats,Roadster,4.2,10,1999,999,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/roadster/roadster-women-white-solid-one-toe-flats/7196509/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7196509/2022/6/14/4d5956d3-acc3-4f20-9686-9c02d8bc77b81655206556605-Roadster-Women-White-Solid-One-Toe-Flats-8741655206556293-1.jpg",flats,roadster,1000,50
Women Textured Purse Clutch,Mochi,0,0,1290,903,Onesize,clutches/mochi/mochi-women-maroon-textured-purse-clutch/18237638/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18237638/2022/5/12/df182f7b-b92a-44e4-be60-5f31a838971d1652301322058Clutches1.jpg",clutches,mochi,387,30
Ethnic Maxi Dress,W,4.1,21,4999,2499,"XS,S,M,L,XL,XXL,3XL",dresses/w/w-mustard-yellow-ethnic-motifs-printed-maxi-dress/16018200/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16018200/2021/11/8/1cc86420-c6de-4edf-a2f7-1ac64318212f1636364911145WYellowEthnicMotifsTie-UpNeckEthnicMaxiDress1.jpg",dresses,w,2500,50
Velvet Kaftan Dress,Shae by SASSAFRAS,4.4,54,2199,879,"XS,S,M,L,XL,XXL",dresses/shae-by-sassafras/shae-by-sassafras-purple-fringed-velvet-foil-print-kaftan-dress/15980890/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15980890/2021/11/17/e50c08ce-8c3d-42bb-8591-8cf613196d601637123447174mokshiGreenCheckedArtSilkDupattawithZariKurtaSetsDivenaWomen1.jpg",dresses,shae-by-sassafras,1320,60
Slim Fit Cotton Formal Shirt,Blackberrys,0,0,2195,2195,"38,39,40,42,44,46",shirts/blackberrys/blackberrys-men-blue-slim-fit-printed-pure-cotton-formal-shirt/17859988/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17859988/2022/5/28/795b1aa7-c0e6-48ce-8d52-8e1db90758eb1653715039781-Blackberrys-Men-Shirts-2561653715039231-1.jpg",shirts,blackberrys,0,0
Women Embroidered Kurta Set,Jaipur Kurti,3.9,2300,2549,1147,"S,M,L,XL,XXL,3XL",kurta-sets/jaipur-kurti/jaipur-kurti-women-purple-embroidered-kurta-with-trousers/10717938/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10717938/2019/11/13/d1a5a686-71d2-4a92-93dc-a430b657c14e1573631419369-Jaipur-Kurti-Women-Kurta-Sets-1191573631415387-1.jpg",kurta-sets,jaipur-kurti,1402,55
Ethnic Motifs Maxi Dress,GERUA,4.3,7,1699,679,"XS,S,M,L,XL,XXL",dresses/gerua/gerua-green-ethnic-motifs-maxi-dress/15931670/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15931670/2021/10/26/38b904fb-a606-47e8-b8e5-9c3fa164c6c81635243097140GERUAGreenEthnicMotifsTie-UpNeckMaxiDress1.jpg",dresses,gerua,1020,60
Solid Straight Kurta,ZIYAA,3.6,284,1641,607,"S,M,L,XL,XXL,3XL",kurtas/ziyaa/ziyaa-women-black-solid-straight-kurta/12705450/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/10/290498ec-075e-4117-88f4-275a1cb4a24c1602280851100-1.jpg",kurtas,ziyaa,1034,63
Men Printed Brief,Pepe Jeans,4.8,18,299,269,"M,L",briefs/pepe-jeans/pepe-jeans-men-blue-printed-cotton-brief---clb05true-blue-aop-4-s/17871920/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17871920/2022/4/13/f96fea23-cb9a-42a6-9763-2c79c9a9b0061649831914328Briefs1.jpg",briefs,pepe-jeans,30,10
Men Cotton Regular Fit Jeans,Mast & Harbour,3.4,35,1999,899,"28,30,32,34,36",jeans/mast--harbour/mast--harbour-men-light-blue-pure-cotton-regular-fit-stretchable-jeans/14962702/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14962702/2022/2/8/2c60f948-ff48-47b3-a7f8-e12e8bcda7dd1644310435646-Mast--Harbour-Men-Trousers-7901644310435010-1.jpg",jeans,mast--harbour,1100,55
Twist Script Logo T-shirt,UNDER ARMOUR,0,0,1999,1999,"XS,S,M,L,XL",tshirts/under-armour/under-armour-women-blue-ua-tech-twist-script-logo-t-shirt/18038380/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18038380/2022/6/9/de702af1-8b7f-4f4a-bc25-a28188411c131654775340003-Tech-Twist-Script-Logo-SSC-8721654775339589-1.jpg",tshirts,under-armour,0,0
Solid Structured Handheld Bag,Allen Solly,4.3,12,2999,2399,Onesize,handbags/allen-solly/allen-solly-nude-coloured-solid-structured-handheld-bag/17630364/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17630364/2022/4/7/da1dfe3e-86c9-4408-b34b-7eb16bf6d3ec1649310661565-Allen-Solly-Women-Handbags-1641649310661083-1.jpg",handbags,allen-solly,600,20
Unisex Brand Logo Backpack,Metronaut,4.2,285,1549,542,Onesize,backpacks/metronaut/metronaut-unisex-grey--black-brand-logo-backpack/11965622/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11965622/2020/6/25/f16a57d7-ade2-4806-8960-3cd840a87b6c1593079163092MetronautUnisexGreyBlackBrandLogoBackpack1.jpg",backpacks,metronaut,1007,65
Polyester Boxy Top,ether,4.1,553,1099,494,"S,M,L,XL",tops/ether/ether-pink-polyester-boxy-top/1297703/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1297703/2019/3/8/b448a468-8371-4bb1-b8fa-b08d6b5e1ece1552035183656-ETHER-Pink-Polyester-Boxy-Top-8831552035182454-1.jpg",tops,ether,605,55
Solid Chambray Skirt,SASSAFRAS,4,23,1599,639,"26,28,30,32,34",skirts/sassafras/sassafras-stunning-blue-solid-chambray-skirt/16707894/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16707894/2022/1/20/cd0d6227-7b3f-4277-916a-ef5c188c01a91642656515124-SASSAFRAS-Women-Skirts-6921642656514600-1.jpg",skirts,sassafras,960,60
Multi Striped Casual Shirt,MANGO,3.5,6,3590,3590,"XS,S,M,L,XL",shirts/mango/mango-women-white--black-multi-striped-casual-shirt/16892478/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16892478/2022/3/17/7cb77694-fd86-43ea-9816-071475973da81647509651158-MANGO-Women-Shirts-3441647509650883-1.jpg",shirts,mango,0,0
Set of 2  Printed Abstract Wood  Wall Art,The Art House,0,0,3499,1749,Onesize,wall-art/the-art-house/-the-art-house-set-of-2--yellow--green-printed-abstract-wood-wall-art/18564574/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18564574/2022/6/2/10a7d93d-8c9e-41a9-857a-2a6d5d64d8111654174137684ABSTRACTPAINTING20X30INCHES1.jpg",wall-art,the-art-house,1750,50
Boys Pure Cotton Shorts,U.S. Polo Assn. Kids,4.9,8,999,999,"1-2Y,2-3Y,3-4Y,4-5Y,6-7Y,8-9Y,9-10Y,10-11Y,11-12Y,13-14Y",shorts/us-polo-assn-kids/uspolo-assn-kids-boys-blue-printed-pure-cotton-shorts/17616498/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17616498/2022/5/5/084b9cd7-5e28-40e8-8175-9c8d223c8f691651730326583-U-S-Polo-Assn-Kids-Boys-Blue-Printed-Shorts-311651730326030-1.jpg",shorts,us-polo-assn-kids,0,0
Men Lifestyle Track Pants,HRX by Hrithik Roshan,3.8,19,2099,1259,"S,M,L,XL,XXL",track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-wet-weather-bio-wash-typography-track-pants/14703656/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14703656/2021/12/7/795372c7-62d4-43d7-bf66-57f025f99a9f1638855545568-HRX-By-Hrithik-Roshan-Lifestyle-Men-Wet-Weather-Bio-Wash-Typ-1.jpg",track-pants,hrx-by-hrithik-roshan,840,40
Solid Hooded Dry CELL Sporty,Puma,4.2,5,3799,1709,"S,M,L,XL",jackets/puma/puma-women-intense-red-solid-hooded-dry-cell-technology-regular-sporty-jacket/17065622/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17065622/2022/2/18/f7beba63-0c74-46ff-ad6a-907d8c0c45e41645186233936-Puma-Women-Jackets-8271645186233377-1.jpg",jackets,puma,2090,55
Men Carrot Fit Jeans,Roadster,3.7,33,1899,664,"28,30,32,34,36",jeans/roadster/roadster-men-charcoal-grey-carrot-fit-light-fade-jeans/14637776/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14637776/2022/1/11/3943036c-d2a5-448f-8e73-c250876a44b81641886436029-Roadster-Men-Jeans-8291641886435373-1.jpg",jeans,roadster,1235,65
Men Michael Slim Tapered Jeans,Flying Machine,4.2,5,2399,1559,"30,32,34,36,38",jeans/flying-machine/flying-machine-men-blue-michael-slim-tapered-fit-light-fade-stretchable-jeans/16746804/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16746804/2022/2/9/f3308e06-a2d2-4706-8cfe-736f9826d9131644399219308-Flying-Machine-Men-Blue-Jackson-Slim-Fit-Light-Fade-Stretcha-1.jpg",jeans,flying-machine,840,35
Men Mickey Mouse T-shirt,VEIRDO,0,0,1199,599,"S,M,L,XL,XXL,3XL",tshirts/veirdo/veirdo-men-white--black-mickey-mouse-printed-cotton-t-shirt/18277950/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18277950/2022/5/16/3975429d-6cce-4b40-be0a-72df68d379531652691707762VEIRDOMenWhiteMickeyMousePrintedV-NeckT-shirt1.jpg",tshirts,veirdo,600,50
Unisex Arial DC Backpack,Wildcraft,4.2,28,2499,2124,Onesize,backpacks/wildcraft/wildcraft-unisex-blue-graphic-arial-dc-backpack/18169100/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18169100/2022/5/12/0b0164c2-fcd9-483d-af3f-2a2e0cd44fea1652362220378-Arial-DC_BP-BLU_P_JQR-5321652362219687-1.jpg",backpacks,wildcraft,375,15
Women Analogue Watch,Fossil,4.8,11,9995,6996,Onesize,watches/fossil/fossil-women-silver-toned-analogue-watch-es4744/10960440/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/11/35301a20-f700-4458-af73-6c8ed30ecccb1573467241078-1.jpg",watches,fossil,2999,30
Solid Shoulder Bag,Mast & Harbour,4.3,311,3199,1759,Onesize,handbags/mast--harbour/mast--harbour-blue-solid-shoulder-bag/2238045/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2238045/2018/2/13/11518502691665-Mast--Harbour-Blue-Solid-Shoulder-Bag-711518502691439-1.jpg",handbags,mast--harbour,1440,45
Men Handcrafted Finger Ring,Roadster,3.3,58,700,280,Onesize,ring/roadster/roadster-men-silver--black-silver-plated-snake-textured-handcrafted-adjustable-finger-ring/15300216/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15300216/2021/11/23/19c0ff0a-9133-4a8e-9de0-e9332dbda9ba1637662340646RoadsterMenSilverBlackSilver-PlatedSnakeTexturedHandcraftedA1.jpg",ring,roadster,420,60
Heavily Padded Pushup Bra,DEALSEVEN FASHION,0,0,499,399,"30,32,34,36",bra/dealseven-fashion/dealseven-fashion-red-underwired-heavily-padded-pushup-bra/18330018/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18330018/2022/5/19/01105db2-186a-471d-8ae0-f57de1d801241652948039896DEALSEVENFASHIONWomenRedBra1.jpg",bra,dealseven-fashion,100,20
Digital Print Anarkali Kurta,Soch,0,0,2998,2248,"S,M,L,XL",kurtas/soch/soch-women-black-digital-print-anarkali-art-silk-flared-fit-kurta/17231960/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17231960/2022/5/6/d5136813-7454-4260-9b44-ea153f148b071651812396785SochWomenBlackDigitalPrintAnarkaliFlaredFitKurta1.jpg",kurtas,soch,750,25
Men Loafers,Sir Corbett,4.2,407,2699,809,"UK6,UK7,UK8,UK9,UK10,UK11,UK12",casual-shoes/sir-corbett/sir-corbett-men-black-loafers/9966813/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9966813/2021/11/18/7da15be5-6847-42ca-b2ad-2556403e65d51637245372269-Sir-Corbett-Men-Black-Loafers-3691637245372194-17.jpg",casual-shoes,sir-corbett,1890,70
Girls Pure CottonKurta,House of Pataudi,4.3,12,1399,1399,"8-9Y,10-11Y,11-12Y,13-14Y",kurtas/house-of-pataudi/house-of-pataudi-girls-green-pure-cotton-ethnic-motifs-printed-kurta/15977406/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15977406/2022/3/4/9110cc17-657e-424b-bc01-605e4aa4f4821646391112546-House-of-Pataudi-Girls-Green-Pure-Cotton-Ethnic-Motifs-Print-1.jpg",kurtas,house-of-pataudi,0,0
Women Croc Textured Flats,DressBerry,4.3,32,1799,539,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/dressberry/dressberry-women-red-croc-textured-one-toe-flats/13927788/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13927788/2021/9/13/3a1efc77-7b5f-4dc3-938b-5fdf7fb3d1931631506909712-DressBerry-Women-Flats-8881631506909328-1.jpg",flats,dressberry,1260,70
Solid Saree,Pothys,0,0,1160,580,Onesize,sarees/pothys/pothys-pink-solid-saree/17577050/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17577050/2022/4/23/62196eca-0433-42df-bf91-505e2387651f1650696295310-Pothys-Pink-Solid-Saree-5831650696294657-1.jpg",sarees,pothys,580,50
Sunscreen Matte Finish SPF 35,WOW SKIN SCIENCE,4.3,396,375,277,50-100 ML,sunscreen/wow-skin-science/wow-skin-science-sunscreen-matte-finish-spf-35-pa-with-avocado-oil/13858506/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13858506/2022/4/7/6643469d-b0b3-4696-909a-e224e5cb51401649330248717WOWSKINSCIENCESunscreenMatteFinishSPF35PAwithAvocadoOil2.jpg",sunscreen,wow-skin-science,98,26
Men Floral Cotton Cargo Shorts,Marks & Spencer,0,0,2999,2399,"30,32,34,36,38,40,42,44",shorts/marks--spencer/marks--spencer-men-blue-floral-printed-pure-cotton-regular-fit-cargo-shorts/18482056/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18482056/2022/6/7/a0823e9c-be65-4319-9542-e320f82f77221654602181036-Marks--Spencer-Men-Blue-Floral-Printed-Cargo-Shorts-96165460-1.jpg",shorts,marks--spencer,600,20
Women Printed Fringe Cover Ups,URBANIC,0,0,1090,981,Onesize,swimwear/urbanic/-urbanic-women-navy-blue---orange-printed-fringe-cover-ups-/18543632/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18543632/2022/6/1/8d96faeb-1bc6-4dbe-ba55-6bdc9089d8de1654097186301URBANICWomenNavyBlueOrangePrintedFringeCoverUps1.jpg",swimwear,urbanic,109,10
Cotton Yoke Design Kurta Set,Biba,4.2,43,2999,2549,"S,M,L,XL,XXL",kurta-sets/biba/biba-women-peach-coloured-floral-yoke-design-pure-cotton-kurta-with-palazzos/17952182/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17952182/2022/5/17/b4ac5d61-2b83-4fce-b29a-79c982c85a1f1652764566101-Biba-Women-Kurta-Sets-6081652764565364-1.jpg",kurta-sets,biba,450,15
Men Sports Shorts,Puma,4.1,22,2999,2399,"30,32,34,36,38",shorts/puma/puma-men-black-formknit-seamless-7-sports-shorts/16878328/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16878328/2022/3/14/74761c20-cb24-4961-8082-762ef028563e1647255770708-Puma-Men-Shorts-8561647255770047-1.jpg",shorts,puma,600,20
Casual Shirt,U.S. Polo Assn. Denim Co.,4,6,2299,1724,"38,40,42,44,46",shirts/us-polo-assn-denim-co/u-s-polo-assn-denim-co-men-maroon-checked-casual-shirt/16342342/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16342342/2022/1/28/7787cf13-6ca9-4e5e-bb68-65ae725634341643354404556-U-S-Polo-Assn-Denim-Co-Men-Maroon-Checked-Casual-Shirt-27716-1.jpg",shirts,us-polo-assn-denim-co,575,25
Striped Shoulder Bag,Lavie,4,33,4490,2469,L,handbags/lavie/lavie-navy-blue-striped-shoulder-bag/13840554/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13840554/2022/5/26/0efab18d-49ed-4c84-9d45-624ed42ee0941653567739341LavieNavyBlueStripedShoulderBag1.jpg",handbags,lavie,2021,45
Solid Top,Imfashini,4.1,182,1785,571,"XS,S,M,L,XL",tops/imfashini/imfashini-women-pink-solid-top/10837486/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/18/b2221c87-83fd-4a7d-912c-1d8f8f6691891571378958951-1.jpg",tops,imfashini,1214,68
Men Regular Fit Regular Shorts,Artengo By Decathlon,4.4,67,999,949,"30,32,34,37,41",shorts/artengo-by-decathlon/artengo-by-decathlon-men-black-solid-regular-fit-regular-shorts/13961204/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/25/2135fac0-162b-42cd-809c-ae10db8276f11616662256210-1.jpg",shorts,artengo-by-decathlon,50,5
Printed 3 Seater Sofa Covers,Athome by Nilkamal,0,0,5999,2999,3 Seater,sofa-covers/athome-by-nilkamal/athome-by-nilkamal-white--green-printed-3-seater-sofa-covers/18338414/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18338414/2022/5/19/66473367-17ae-4929-b6a3-f0358d7498b21652963790759FloralEleganceFitted3SeaterSofaCoverWhiteMulticolor1.jpg",sofa-covers,athome-by-nilkamal,3000,50
Accordion Pleated Wrap Dress,all about you,3.9,40,2499,874,"XS,S,M,L,XL",dresses/all-about-you/all-about-you-women-coral-orange-solid-accordion-pleated-wrap-dress/13649976/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13649976/2021/7/2/a51a17d6-396a-4c8f-8520-23670b0bd9161625218912742-all-about-you-Women-Coral-Orange-Solid-Accordion-Pleated-Wra-1.jpg",dresses,all-about-you,1625,65
